horizon_s,slope_vs_trade_px,t_vs_trade_px,slope_imb_with_flow,t_imb_with_flow,slope_flow,t_flow,r2_both
1,0.419265145016593,12.995251541083144,0.3465062644926353,11.829704965212057,-0.0034005737687475435,-0.18831508403515781,0.055508763697546426
5,0.7879123629434149,6.8501003444565765,0.5925740918848807,5.8508765507091685,0.07905652555328278,1.1073548261436539,0.03105252660463842
10,0.9337667539105383,5.110696139621844,0.7511711092093232,4.322419161359147,0.02525850084351649,0.2213106325976342,0.022700310619079067
