,mom_ic,ridge_ic,lgbm_ic,ensemble_ic,lgbm_no_macro_ic
2016-04-29,0.1048865831693388,0.07891547773211352,3.9690773104714484e-05,0.04576511592913536,0.017995592109678722
2016-05-31,0.37877637264491476,-0.2794429744941186,-0.27268373149055863,-0.3252234137406508,-0.1780630376880622
2016-06-30,-0.20205601611615737,0.06893358227966964,0.21857692615135146,0.16887954345744652,0.05089929495236301
2016-07-29,-0.3530416934623679,0.24866509960177532,0.230362996211933,0.2781297455018501,0.17876963133483406
2016-08-31,-0.05049641735706576,-0.03111550629507986,0.06586198454939259,0.023863485458385614,-0.03629524588002767
2016-09-30,-0.19385419967519807,0.029293429835394166,0.0037799940598083506,0.020239546002352723,-0.03379015491394539
2016-10-31,-0.2785265502412159,0.06662831595566741,0.031211330133966955,0.05132455267973188,0.019758171671538663
2016-11-30,-0.06131644829439854,-0.0781302099322266,-0.0032378523468801403,-0.04491749922717096,-0.01806314496894703
2016-12-30,-0.02152974236663754,-0.039985277067645646,-0.043174014331662375,-0.07523130464665793,0.01371720440615194
2017-01-31,-0.06707226712103923,-0.009906594095348501,0.007100758900973396,-0.012399922032722365,0.026719565098606006
2017-02-28,0.005150517376195456,-0.01336240373406207,0.1479646413139132,0.12465467892131622,0.05869307827577769
2017-03-31,0.04310972036650555,-0.1247544812566273,0.049925224317744134,-0.06442906668460255,-0.05194905713062639
2017-04-28,0.2437931255567943,-0.2837531743270293,0.2778693683208027,0.008048367567618963,-0.0027221860104902676
2017-05-31,-0.057178405424602306,0.23040248907378666,-0.005195332326067785,0.17838741591931928,0.198820200163751
2017-06-30,0.16693968183016827,-0.08416895429172067,0.006198528436284965,-0.06411035202806784,-0.046322184107286814
2017-07-31,0.08540529349038664,-0.3140803443221273,0.20579536634122367,-0.09425455654323123,-0.07909907054767198
2017-08-31,0.032879695948753306,0.09945001867877369,-0.1230406340257373,-0.022337457477770252,0.03943507565981797
2017-09-29,0.3713632111270849,-0.3856850875276937,0.32447740108987655,-0.044828190977228316,-0.14256362104522616
2017-10-31,-0.10107130266837058,-0.0010424546708308505,-0.0047817679179562814,-0.0030306081492395076,-0.007519197366252361
2017-11-30,-0.30863752261484,0.028112015019714724,-0.2541710568263009,-0.21567921213707522,-0.02427404613153116
2017-12-29,0.19956118293248135,-0.041881927596213314,-0.018108993115357595,-0.04307022983831972,-0.04658310876798272
2018-01-31,0.09152122387416506,-0.03669708897623992,0.005653172885754406,-0.031558296552508025,0.007025209806096427
2018-02-28,-0.10304821229190977,0.1590977074976544,0.0219177790928839,0.11318681059213954,0.12137079176174723
2018-03-29,-0.09475567515668433,0.09325575353424288,-0.0385554157411479,0.03603351266020458,-0.08476575594033173
2018-04-30,0.14681282342529708,-0.04687521703191577,-0.08514773149730574,-0.11036040161404893,-0.008731253846358903
2018-05-31,-0.2642434831387162,0.027610246510999796,0.09461557399667725,0.10475948886741872,0.035051436147131985
2018-06-29,-0.052276094567954894,0.02687306476080666,0.08832950941150905,0.06994022968714124,0.09925095917943456
2018-07-31,0.2839491025262174,-0.20096277060049922,-0.009642209171860998,-0.1646139488869154,-0.10064003137515508
2018-08-31,0.018679928479898248,-0.13804006051700918,-0.005361556447362866,-0.0994179903490055,0.05518976930273348
2018-09-28,-0.15615530309521733,-0.10193357686699811,-0.010035995707290581,-0.07293882755010582,-0.06179137770179441
2018-10-31,-0.1127246407994128,-0.057949257767870146,0.11737665156612456,0.03259862999402542,0.039011818792138234
2018-11-30,0.11473890508562179,-0.25623543750715483,0.014543881645106692,-0.1511497287602238,-0.09560083328820487
2018-12-31,-0.33060895718014627,0.4264039364223559,0.10458375701634279,0.33467108815770463,0.20158487597909241
2019-01-31,0.020945400095969062,-0.06739320905598972,-0.02257396600774448,-0.08659904925993703,0.010290737565192514
2019-02-28,0.2539154366715537,-0.22092067445150024,0.07659406721728024,-0.10666384694241002,-0.0671050920292877
2019-03-29,-0.24511329534070825,0.10886007614289582,-0.0657675663939395,0.041804995139068823,0.01790389915258245
2019-04-30,0.41096705231260755,-0.3054456994379043,0.2015551888823838,-0.05612474360135152,-0.07880992151871882
2019-05-31,-0.29181987168280293,0.11874920458160991,-0.16813129706225471,-0.06707196325032946,0.0157620108176901
2019-06-28,-0.05752765412159779,-0.029030650121964145,0.02993901792342772,0.0010156200130887062,0.01845025983667409
2019-07-31,0.5073604888881245,-0.5010412783130244,0.3365669210996212,-0.14262293275692992,-0.21740674607067867
2019-08-30,-0.3697689309576837,0.36091876154215746,0.29165110070195943,0.36468139981846526,0.14519165951729543
2019-09-30,-0.2737566769877053,0.28081284762441217,0.24345091556924559,0.28827495326006936,0.07914466721830259
2019-10-31,-0.2754270062238991,0.3236791274192446,0.316478579331221,0.341755375425792,0.22775487487685167
2019-11-29,-0.17116967211506384,0.03573632488540905,0.11414991222549768,0.08066559065046063,0.019979336684646215
2019-12-31,0.23430169769919768,-0.12221378721760688,-0.0021350005305754813,-0.06765369335092619,-0.001056498996432823
2020-01-31,0.22734925896229388,-0.25678018779647066,-0.20595464288486773,-0.26457296236678957,-0.09804708482917307
2020-02-28,0.36079574071230275,-0.41842774649793474,-0.34995009027343327,-0.398979930523498,-0.1084181155413761
2020-03-31,-0.19530794235715426,0.28333016897664703,0.10034113006002349,0.2009589206121425,0.18868898185548522
2020-04-30,0.04682429200862802,-0.08999265838562155,-0.16500898330688832,-0.13805373297321483,-0.10775702276886738
2020-05-29,-0.16383909680573702,0.2137390667429336,0.18494937110423296,0.1997223513943614,0.15357954315796438
2020-06-30,0.26761146992213675,-0.25437732558645637,-0.1962394777338547,-0.2438085509342705,-0.1983725851864676
2020-07-31,-0.09738042773976002,0.07522241480869617,0.11262306807663176,0.09569361098597083,0.06637079871048739
2020-08-31,0.10333647301486594,-0.14124235041044453,-0.15836500209405546,-0.15193339622470106,-0.13656663400649394
2020-09-30,0.021747575448803187,-0.0024956935185895604,-0.027779854970252406,-0.014161980977382081,-0.05367478199569203
2020-10-30,-0.5401520765380051,0.4453261002746031,0.3271818699442865,0.3977573638606032,0.1837679014599855
2020-11-30,-0.22550919796039107,0.19768905695553254,0.26250681702972106,0.23814806699841637,0.06094172310486573
2020-12-31,0.047226526185311445,0.025577255265629914,0.056189742862840154,0.04611064901674448,-0.08587223144506616
2021-01-29,-0.26839552790993915,0.08265382324664163,-0.1258126476183474,-0.02468488494234712,-0.07756657667141692
2021-02-26,-0.23556238205824853,0.1781688343297834,0.16944533299971745,0.19800636850559047,-0.03609709763096176
2021-03-31,-0.051451807084257666,0.0899117469444651,-0.024621028293806867,0.04313830030427965,0.0732017428266414
2021-04-30,0.23369714930310828,-0.19966766651844448,0.003932011964288113,-0.10958033422035943,-0.050773759911622814
2021-05-28,-0.1528229619252023,0.23991427197026605,0.09585400058090139,0.20329118474397895,0.026339465343588195
2021-06-30,-0.23060416204971798,-0.1450440107156525,-0.29651143093602117,-0.26034296777100735,0.03375605023747292
2021-07-30,0.19914781947173188,-0.19628473704117982,-0.12758658453035193,-0.1772724615657433,-0.10520381269845766
2021-08-31,0.020451572505505312,0.23470212076874133,0.23651659197769215,0.25913072779509927,0.08832520597848682
2021-09-30,0.2212548433888542,-0.233139512204143,-0.18024486592649983,-0.2204141952430241,-0.052764327742735616
2021-10-29,-0.0904387345479756,-0.05647727906457299,-0.09825711240132563,-0.0872134009632485,-0.01622185473615409
2021-11-30,-0.2804355589366705,0.176912525633887,0.024327668310365834,0.10363421659381031,0.010537886140898322
