,mean_ann,vol_ann,p_stay,duration,empirical_duration_pre,share_pre,empirical_duration_all,share_all
state_0,0.16578503904516,0.0906052489075431,0.9792818774402509,48.26692173077425,12.578947368421053,0.47479513285324065,13.523809523809524,0.43717529343852224
state_1,0.1271764889516903,0.14737141020822972,0.9621304396418144,26.406432779826254,6.858757062146893,0.30146511050409736,8.919191919191919,0.339811429670964
state_2,-0.05765699958652984,0.33360541023013907,0.9801968458231428,50.49700623795793,5.85064935064935,0.22373975664266202,7.24375,0.22301327689051376
