,interest component,BTCUSDT total,BTCUSDT premium,ETHUSDT total,ETHUSDT premium
2020,0.1095,0.17220624804010942,0.06270624804010942,0.27429856804922514,0.16479856804922516
2021,0.1095,0.30608423,0.19658423000000003,0.37537255,0.26587255000000004
2022,0.1095,0.04164925,-0.06785075,0.007872559999999997,-0.10162744
2023,0.1095,0.07865712000000001,-0.03084287999999999,0.08259507000000002,-0.02690492999999998
2024,0.1095,0.11924213920765028,0.009742139207650283,0.12961408292349727,0.02011408292349727
2025,0.1095,0.051264279999999995,-0.058235720000000005,0.04928719,-0.06021281
2026,0.1095,0.019361029009433962,-0.09013897099056603,0.00965896745283019,-0.0998410325471698
