,annual_return_gross,annual_return_net,annual_vol,sharpe_gross,sharpe_net,max_drawdown_net,dd_trough,annual_turnover,avg_exposure
vol_target_15,0.16591878759968148,0.16338303074517602,0.17073897721846942,0.9850092330459451,0.9722277424729899,-0.24599676340723298,2022-09-30 00:00:00,4.355059740864225,1.2139429757152065
hmm_2state,0.1608856805407326,0.14828890043878284,0.17075256739496322,0.9596662704447148,0.8956514923599772,-0.22347832037194715,2016-02-11 00:00:00,21.825999223173785,1.2886665162349598
hmm_3state,0.1575292573260978,0.15451127868592063,0.17074153448042834,0.9426606123039576,0.927329497940619,-0.2676107937013722,2011-11-25 00:00:00,5.2213672560084605,1.1643168930994003
buy_and_hold,0.1418024022708435,0.14176814908056268,0.17073413588585878,0.8624673210308682,0.8622928034805426,-0.3371725779466055,2020-03-23 00:00:00,0.06014319809069212,0.9997613365155131
