,annual_return_gross,annual_return_net,annual_vol,sharpe_gross,sharpe_net,max_drawdown_net,dd_trough,annual_turnover,avg_exposure
buy_and_hold,0.1418024022708435,0.14176814908056268,0.17073413588585878,0.8624673210308682,0.8622928034805426,-0.3371725779466055,2020-03-23 00:00:00,0.06014319809069212,0.9997613365155131
vol_target_15,0.12427370873607302,0.12245186214037562,0.1271782403273265,0.9850092330459451,0.9722277424729903,-0.18700054446687453,2022-09-30 00:00:00,3.2439507568022417,0.9042289817141872
hmm_2state,0.0977935822287872,0.09060844325434059,0.10276303800604099,0.9596662704447148,0.8956514923599769,-0.13837352912678946,2016-02-11 00:00:00,13.135415893939811,0.775550776221429
hmm_3state,0.12907013993496896,0.12667138685115753,0.13909878482018953,0.9426606123039576,0.9273294979406197,-0.22239213607585706,2011-11-25 00:00:00,4.253715082395239,0.9485393549295392
trap_insample_smoothed,0.18673139511980197,0.18420440062784604,0.09202018545993647,1.9074311714713748,1.883936533276205,-0.09817094198211174,2023-10-27 00:00:00,4.263143805439368,0.7708217324378082
trap_insample_filtered,0.09553886160673608,0.08750606760925184,0.10076036494058568,0.956325547183486,0.8831499461013411,-0.1272836279421904,2016-02-11 00:00:00,14.720825606766741,0.7638806780409999
