,mean_ann,vol_ann,p_stay,expected_duration,stationary_prob
state_0,0.3018477188708978,0.08629161411735707,0.9720389431520727,35.76402728404485,0.47806301731962575
state_1,-0.04246264615236932,0.18885863058021823,0.9618065764797026,26.182518031371615,0.44595563788631964
state_2,-0.5557270349702232,0.4690937597692898,0.9517588761388043,20.729201974591263,0.07598134479405456
