,mean_ann,vol_ann,p_stay,expected_duration,stationary_prob
state_0,0.22735812945688844,0.11058330785942998,0.9873879262352514,79.28910174907571,0.7048778822188395
state_1,-0.2659899405815637,0.30823192415633255,0.9698769719039633,33.19719374864473,0.29512211778116054
