target,hedge,target_name,hedge_name,n,corr,r2,beta,beta_hac_se,alpha,alpha_hac_se,resid_sd,dw,h_from_beta,h_from_pnl,h_gap_%,eff_train,eff_test
BZ=F,ZW=F,Brent crude,SRW wheat,2256,0.12737569779341545,0.016224568388359506,0.16441752107063784,0.02596293195748507,0.0004537441978794472,0.000552873110134408,0.02619426381591892,2.02187194611912,0.4033989163633973,0.41615083554169335,-3.0642541331671684,0.03426548734695134,0.025319038645883807
ZW=F,BZ=F,SRW wheat,Brent crude,2256,0.12737569779341545,0.016224568388359506,0.09867907193047287,0.020445875393255947,0.00019286982443119088,0.0004329324927340131,0.020292926264859804,1.9403577355206343,0.04021966279588068,0.08233910500828094,-51.15363132519386,0.03426548734695123,-0.0017090646505815155
NG=F,HO=F,Henry Hub gas,NY Harbor ULSD,2256,0.12437895607512528,0.015470124714338063,0.18649871683219166,0.03762828816732738,0.0005507150674973853,0.0007282546073962299,0.03789364013871584,2.1765713852677946,0.04372441184458192,0.06588494353926949,-33.635198733196454,0.011334701285303006,0.0248171298839146
HO=F,NG=F,NY Harbor ULSD,Henry Hub gas,2256,0.12437895607512528,0.015470124714337952,0.08295030109112066,0.015663775839039915,0.00043251879012476033,0.0005345753568149041,0.025271870404238613,1.9809877507781248,0.35380978409329755,0.1720378082823615,105.65815597499248,0.011334701285303006,0.023766541574370414
KC=F,ZW=F,Coffee C,SRW wheat,2256,0.11575571233982586,0.013399384939300374,0.11715429689549596,0.030050700077276032,0.00025455530443724256,0.00042618017112125114,0.020567578905348174,2.0039831503587946,0.26345725871355613,0.15584527622313746,69.0505256869904,0.00920596371848792,-0.000532448470875968
ZW=F,KC=F,SRW wheat,Coffee C,2256,0.11575571233982586,0.013399384939300485,0.11437382404550686,0.023890390344031048,0.00020921288022459158,0.0004328134160726475,0.020322043752419014,1.9462503206305801,0.05085980551353495,0.05907117585846481,-13.900807332165508,0.00920596371848792,-0.12159725206982053
CL=F,ZW=F,WTI crude,SRW wheat,2256,0.11321818209456808,0.012818356756798766,0.1766581327846069,0.030181562900783776,0.0006175921554122421,0.0006158431940869921,0.03171850322839207,2.0720062528048966,0.40310686253426764,0.42498146809475834,-5.147190454811387,0.036374387739021574,0.024776349571941636
ZW=F,CL=F,SRW wheat,WTI crude,2256,0.11321818209456808,0.012818356756798766,0.07256024138117524,0.022006902810825044,0.00019365506353420713,0.0004335335579329529,0.02032802689394299,1.9363030245970672,0.03179890482690334,0.08559052681071538,-62.84763511594331,0.036374387739021685,-0.008564245105928014
HO=F,ZW=F,NY Harbor ULSD,SRW wheat,2256,0.11283022337483309,0.012730659306814829,0.14045968594160524,0.029285075459632524,0.0004517848146032344,0.0005341504857217129,0.025307005611448326,1.9881718421742973,0.4796662693971945,0.4519011152048079,6.144077378477592,0.015612141447026717,0.011342445697545944
ZW=F,HO=F,SRW wheat,NY Harbor ULSD,2256,0.11283022337483309,0.012730659306814607,0.09063568113136303,0.021572509163708717,0.00019754105957006356,0.0004303301123339197,0.020328929806058174,1.9478673477371578,0.026540659869232795,0.03454769400148778,-23.176754234045738,0.015612141447026606,-0.001585033049583684
RB=F,KC=F,RBOB gasoline,Coffee C,2256,0.11101013405678122,0.012323249863304686,0.1602263601007245,0.031853175804133875,0.0005815616533293373,0.0006236146258798206,0.029702379058140726,2.053486174629007,0.20038183193154926,0.2180871947545415,-8.118478869389708,0.013552535135677113,-0.050512983935596
KC=F,RB=F,Coffee C,RBOB gasoline,2256,0.11101013405678122,0.012323249863304353,0.07691150105112325,0.014101903103908069,0.00023464110342458647,0.00043518957496392705,0.020578792896354524,1.9840000326626561,0.06149883821560313,0.06214273676604558,-1.0361605940636136,0.01355253513567678,0.0002186214486462612
GC=F,KC=F,Gold,Coffee C,2256,0.10127333748389192,0.010256288885126197,0.045170321371448295,0.009595359176304634,0.00027510946342645113,0.000190122197371534,0.0091882311983591,2.0423118067817208,0.13193027420851633,0.12762987328097217,3.369431322772685,0.010584348756155548,0.006769136701348155
KC=F,GC=F,Coffee C,Gold,2256,0.10127333748389192,0.010256288885126086,0.2270581340519123,0.04864535918360884,0.00021748869316314234,0.0004274212468103967,0.020600314781457803,2.002289273444867,0.07774022260361682,0.08293002636502338,-6.258051503038482,0.010584348756155548,0.0012996317887767894
HG=F,ZW=F,Copper,SRW wheat,2256,0.0980131033999793,0.009606568438095153,0.06667336511564069,0.014785751889912737,0.0002192522783371207,0.0002798748360399055,0.01385060683514415,2.0628065222800354,0.20599203705827,0.17150098646043077,20.111284086285472,0.01164887519552904,0.0020949837919089775
ZW=F,HG=F,SRW wheat,Copper,2256,0.0980131033999793,0.009606568438095042,0.14408404947662481,0.033985218994599414,0.00020765279621725192,0.00043343937969528935,0.020361068584597106,1.944147190961495,0.046635630072329376,0.06792307983731023,-31.340524923146425,0.011648875195529373,-0.08493671621733889
CL=F,NG=F,WTI crude,Henry Hub gas,2256,0.09748887983293626,0.009504081691080746,0.08149244593556323,0.02141154871868292,0.0006080053010480011,0.0006143609899431896,0.03177170304199956,2.0709671986782934,0.2322567230464981,0.10371467939878867,123.9381391263412,0.010852324997573604,0.0009917354911110898
NG=F,CL=F,Henry Hub gas,WTI crude,2256,0.09748887983293626,0.009504081691080968,0.11662530903288441,0.035029518009484915,0.0005642964856863854,0.0007325373546686274,0.038008280453360827,2.171152099397273,0.04092058807347401,0.10463634521633809,-60.89256750236284,0.010852324997573493,0.0005648038764684005
SI=F,ZC=F,Silver,Corn,2256,0.09725362518476195,0.009458267611578086,0.10496125372409122,0.02690108520652808,0.00032173440693272597,0.0003793070181364179,0.01777134468013941,2.0443570085220792,0.5312765734423717,0.4543104451993009,16.941307217646422,0.011279721692002531,0.0006059474640111029
ZC=F,SI=F,Corn,Silver,2256,0.09725362518476195,0.009458267611578086,0.0901119915777765,0.020925104986733407,0.0001850297303961424,0.0003414095943985448,0.016466340037197925,2.007446458102003,0.017802907345027368,0.02482822442494004,-28.295688647214405,0.011279721692002753,-0.9113217378019198
NG=F,RB=F,Henry Hub gas,RBOB gasoline,2256,0.09709044251097389,0.009426554026976897,0.12406364495222179,0.026286894029164096,0.000563526924822965,0.0007310052734242415,0.03800976790802236,2.1744756287009896,0.03531862833674017,0.07134246899665456,-50.49424440525551,0.009407353466209467,0.002802737587828008
RB=F,NG=F,RBOB gasoline,Henry Hub gas,2256,0.09709044251097389,0.009426554026976564,0.07598159824021769,0.017279544927789523,0.000578155555003181,0.0006163678592665304,0.02974590330108801,2.065806471468746,0.2669003432721299,0.13186189934988843,102.40899349092817,0.009407353466209578,0.0006330739072767377
RB=F,ZW=F,RBOB gasoline,SRW wheat,2256,0.09044339460369906,0.008180007627440422,0.13211860641041612,0.031199435729181157,0.0005949674543464239,0.0006162126640694703,0.029764613670725994,2.0674673609101726,0.37156971271055544,0.464842626459995,-20.065482044914564,0.023337486249827344,0.015011907063562813
ZW=F,RB=F,SRW wheat,RBOB gasoline,2256,0.09044339460369906,0.008180007627440422,0.06191412284527031,0.01945300977335747,0.00020275127023637127,0.00043384658364437956,0.020375727330074925,1.9402483892156073,0.022014731953711376,0.05020513378377841,-56.150436629601266,0.023337486249826678,6.311193137342741e-05
CL=F,GC=F,WTI crude,Gold,2256,0.0902909829564388,0.008152461603239902,0.31209584834249987,0.12565047262356743,0.0005704183585611561,0.0006204533723929955,0.031793373314066384,2.0720480422868834,0.10842547065944082,0.13593874667860895,-20.239465708931363,0.015111263959298515,-0.18240238250588447
GC=F,CL=F,Gold,WTI crude,2256,0.0902909829564388,0.00815246160323968,0.026121659889218562,0.008519560058530613,0.0002706388859519398,0.00019197277090957847,0.00919799139678959,2.034100177144123,0.07518954313646843,0.11116230161386659,-32.36057364335001,0.015111263959298626,-0.008301472299499846
GC=F,ZS=F,Gold,Soybeans,2256,0.08974503620430188,0.008054171523311449,0.06344960487374587,0.017859811836146766,0.00027528595768639775,0.00019119784335981898,0.009198447136647673,2.0300537899251947,0.20233236783202632,0.18914124936455523,6.974215572641283,0.011030002617842039,0.0012042996771035597
ZS=F,GC=F,Soybeans,Gold,2256,0.08974503620430188,0.008054171523311338,0.12693808794141292,0.035581819240602774,0.00016204197007550487,0.00026412808491469293,0.013010561262665699,1.9992058704542222,0.039806638995091105,0.05831621951794467,-31.740021345447335,0.011030002617841705,-0.25357327825880294
HO=F,GC=F,NY Harbor ULSD,Gold,2256,0.08768722674121447,0.007689049733565212,0.24181805965335293,0.08260562609995863,0.000416098771916086,0.0005407896858374102,0.0253715399614813,1.9775636229679965,0.12572828372827008,0.20402902475867882,-38.37725594337432,0.01292165436916115,-0.20625637513554507
GC=F,HO=F,Gold,NY Harbor ULSD,2256,0.08768722674121447,0.007689049733565101,0.03179683827000942,0.010084525169653698,0.0002724419448087389,0.00019151038702379405,0.009200139892634136,2.035014491595926,0.06115608600991557,0.06333243215980974,-3.436384922660949,0.012921654369161262,-0.014085382087543508
BZ=F,NG=F,Brent crude,Henry Hub gas,2256,0.08250581950240396,0.006807210251763229,0.057054633040677594,0.016452525662871347,0.0004568724263003386,0.0005537683696544432,0.026319339730584892,2.0185923098211496,0.17484045697704947,0.08136869155663742,114.87436215605136,0.006562308781981163,0.0031865806352577852
NG=F,BZ=F,Henry Hub gas,Brent crude,2256,0.08250581950240396,0.00680721025176334,0.11931038530928781,0.03352277650508408,0.0005824251709559824,0.0007317986078375872,0.038059988777526595,2.172966228149473,0.03893383928101274,0.0806490636194327,-51.724375295001586,0.006562308781981496,0.0029073311704121974
SI=F,ZW=F,Silver,SRW wheat,2256,0.0801896293296569,0.006430376652027725,0.06998507242329297,0.01994239984044616,0.0003275070239951396,0.000378728171080027,0.017798485704822894,2.0472767458621584,0.2658206970324969,0.21406012748776923,24.18038807702995,0.006994867416267647,0.000485150892011621
ZW=F,SI=F,SRW wheat,Silver,2256,0.0801896293296569,0.006430376652027614,0.09188211756265272,0.0258686014323933,0.00020991876754040126,0.00043545491972957787,0.020393691424171703,1.9360220520593008,0.024190654542003736,0.03267711506276395,-25.970654093728925,0.006994867416267647,-0.5096084941199641
BZ=F,GC=F,Brent crude,Gold,2256,0.07897369905634327,0.006236845142641778,0.22582402940029178,0.08285613193108819,0.00042844996903794403,0.0005559010502157808,0.026326895906310363,2.018938006610065,0.08435552877972757,0.1319013768905919,-36.04651386641864,0.01397695577567859,-0.18018993084292712
GC=F,BZ=F,Gold,Brent crude,2256,0.07897369905634327,0.006236845142641889,0.027618164281297757,0.009519641852535943,0.00027425763810814914,0.00019168139945549827,0.009206869436853395,2.0351791590766473,0.07393522668712996,0.10596519994838494,-30.226879463122426,0.013976955775678812,-0.009908835273945149
PL=F,ZW=F,Platinum,SRW wheat,2256,0.07772151844441998,0.006040634429306357,0.06523869380767532,0.018029225287318547,4.764163097164272e-05,0.00036665340476536314,0.017121625223576315,1.9775047583483234,0.1033638540424155,0.0859245282262412,20.29609725671832,0.005939804727254749,-0.00017840260325718837
ZW=F,PL=F,SRW wheat,Platinum,2256,0.07772151844441998,0.006040634429306246,0.09259281688125447,0.025222230688869602,0.00023569368135990503,0.00043720404416763636,0.020397690893928875,1.932599068077069,0.05844049145872141,0.06912816223575992,-15.460660939587061,0.005939804727254749,-0.11351399592252598
GC=F,ZW=F,Gold,SRW wheat,2256,0.07212820184272649,0.0052024775010649504,0.03255959194027203,0.009565509726865856,0.00028002091070790223,0.00019130472826611866,0.009211659718605783,2.0330532140259803,0.21385636699990251,0.16787380920822703,27.39114457970017,0.00694076480971384,0.0009253190134107525
ZW=F,GC=F,SRW wheat,Gold,2256,0.07212820184272649,0.0052024775010650615,0.15978325252382217,0.04969145326390422,0.0001955647709548591,0.00043475291447087104,0.0204062892652014,1.9352978509609111,0.02432697035888327,0.04134513205156631,-41.1612222485049,0.006940764809713507,-0.18968846321380717
PL=F,ZC=F,Platinum,Corn,2256,0.06935611693475292,0.004810270956267182,0.071992084864971,0.024581908998972685,4.7845957722065824e-05,0.00036778575012812094,0.017132218869555012,1.9755671347752848,0.15200450809686183,0.11938673261918059,27.321105756135665,0.004105206435293773,0.0007393420748537105
ZC=F,PL=F,Corn,Platinum,2256,0.06935611693475292,0.004810270956267182,0.0668166641553626,0.020520033572988105,0.00021182922282749907,0.0003428586904780779,0.01650492797225255,2.0050055878868123,0.03164558088765289,0.034385784293038665,-7.969000741799355,0.004105206435293773,-0.06747177294976647
GC=F,ZC=F,Gold,Corn,2256,0.06449809236176839,0.004160003918307065,0.03600449452601991,0.012191354462387947,0.0002801068132203301,0.00019219005409146144,0.009216485020853921,2.0279591749265693,0.3151434100558071,0.27361203246095067,15.178929530733885,0.0066008039715371725,0.0011754523034369635
ZC=F,GC=F,Corn,Gold,2256,0.06449809236176839,0.004160003918307176,0.11554123931113199,0.03869168077444758,0.00018280274202581875,0.0003435665806375162,0.01651031933516785,2.004547955244283,0.013200351920957303,0.02412468454755936,-45.282799885179216,0.006600803971536839,-0.18655560582937825
RB=F,GC=F,RBOB gasoline,Gold,2256,0.06254143973899139,0.00391143168462571,0.2023863213146155,0.13682451416491231,0.0005686183568152072,0.0006193902311315176,0.029828595092087833,2.05932538419402,0.08665911463642943,0.1421921421664146,-39.05492011294975,0.008866494277771642,-0.15493352543766026
GC=F,RB=F,Gold,RBOB gasoline,2256,0.06254143973899139,0.003911431684625821,0.019326561494961175,0.013045126170557529,0.0002757706564059063,0.00019356177459676116,0.009217635215329464,2.0298617755645236,0.04513583713653146,0.06235572615113041,-27.61556969581819,0.008866494277771753,-0.005142186930355175
NG=F,PL=F,Henry Hub gas,Platinum,2256,0.059585830459302276,0.00355047119152474,0.13250559055570985,0.0508605993174675,0.0006328992801251494,0.0007350226722393751,0.03812233820683395,2.170453567877928,0.06695860232553873,0.12003129087793474,-44.21571089022781,0.0035749047311596227,-0.021435640715582016
PL=F,NG=F,Platinum,Henry Hub gas,2256,0.059585830459302276,0.003550471191524851,0.026794878439728748,0.011130442393954486,4.621739834883731e-05,0.00036720959876411133,0.017143059183978744,1.9794711292223732,0.05302487011695773,0.029783106596721256,78.03673349104254,0.0035749047311594007,-0.0011825519559807152
NG=F,KC=F,Henry Hub gas,Coffee C,2256,0.056572061743616425,0.0032003981699236794,0.10433773445199301,0.04309653956640083,0.0006117877511680072,0.0007360139170696006,0.03812903419584349,2.166441947008718,0.0371471133004625,0.07505292214641322,-50.50544037713026,0.0029666520571408617,-0.005234892200964625
KC=F,NG=F,Coffee C,Henry Hub gas,2256,0.056572061743616425,0.0032003981699234574,0.03067344893707739,0.014082290486012495,0.0002631846923259733,0.00043367467811048855,0.02067361427848711,1.9882866478101233,0.08615469374530649,0.0395274690484859,117.96157411350032,0.0029666520571406396,0.0006989143248126162
NG=F,HG=F,Henry Hub gas,Copper,2256,0.05250871860074861,0.0027571655290926644,0.14408486738605925,0.06691031644251663,0.0006073887106843533,0.0007358835194329964,0.03813751040020367,2.1689246811878418,0.03733841932890389,0.0706314247380763,-47.13625065986341,0.0025145400668562523,-0.021914211941968853
HG=F,NG=F,Copper,Henry Hub gas,2256,0.05250871860074861,0.0027571655290927755,0.019135705082096433,0.009316056164686235,0.00022308644075654479,0.0002819841727776585,0.013898418606110841,2.0516958835795736,0.07384258837540739,0.03560086853947816,107.41794064243855,0.0025145400668563633,-0.006459679683263442
NG=F,ZS=F,Henry Hub gas,Soybeans,2256,0.037711183959905484,0.0014221333956579985,0.11024781477254941,0.056387619294893325,0.0006194066239258286,0.0007353872728879077,0.0381630296475243,2.1707020938127757,0.042854735154108495,0.07881024377837999,-45.62288720408091,0.0015521739354193986,0.0026997386195731776
ZS=F,NG=F,Soybeans,Henry Hub gas,2256,0.037711183959905484,0.0014221333956577764,0.012899424796689311,0.006725458738113807,0.00019031328186098906,0.0002646442233574828,0.01305398238027894,2.0017214084800625,0.033184976888638966,0.01969507846954716,68.49375309649108,0.0015521739354192876,0.005063377227374377
NG=F,ZC=F,Henry Hub gas,Corn,2256,0.03429104980568394,0.0011758760967760518,0.07915383606708978,0.043293802776446434,0.000624197851611493,0.0007379051627103112,0.038167735011814356,2.167140447657353,0.08445315184785018,0.17991400286053358,-53.05915576047913,0.0023132806194540168,0.001389933605020488
ZC=F,NG=F,Corn,Henry Hub gas,2256,0.03429104980568394,0.0011758760967758297,0.014855579403368915,0.008559379043800908,0.00020653857657778154,0.00034299447020463315,0.016535038190075107,2.0055964621133255,0.013923412815833603,0.012857701916882238,8.28850214323355,0.0023132806194540168,-0.001421743282536525
NG=F,ZW=F,Henry Hub gas,SRW wheat,2256,0.021998010901594103,0.0004839124836267805,0.04106185818004555,0.03933977414609292,0.0006313811888214249,0.0007366330921485352,0.038180953610859776,2.1701222397953046,0.03287563979567439,0.13772088985573303,-76.12879220420905,0.003786282502840188,0.0009255888620717245
ZW=F,NG=F,SRW wheat,Henry Hub gas,2256,0.021998010901594103,0.0004839124836266695,0.011784963103832851,0.011983661429875832,0.0002340064549986251,0.0004375755601608133,0.020454627992775875,1.9342341108684962,0.014719484902323473,0.027492434203745825,-46.45987040202518,0.003786282502840077,-0.006837980487670148
NG=F,SI=F,Henry Hub gas,Silver,2256,0.01915086322097007,0.0003667555621085228,0.04095965876303444,0.05202791958418841,0.0006271932266712812,0.0007381015481474943,0.038183191209618966,2.1679790865221658,0.008633930898728,0.021883004947926363,-60.54503977276598,0.0006262090844998403,-0.010299167286131894
SI=F,NG=F,Silver,Henry Hub gas,2256,0.01915086322097007,0.0003667555621081897,0.008954067811700037,0.011817226193031292,0.00033867066283968777,0.00038022732088354073,0.01785271396976321,2.0433456513982144,0.04247839905254935,0.02861622916915294,48.44163709151178,0.0006262090844993962,0.00011491741337577022
NG=F,GC=F,Henry Hub gas,Gold,2256,0.0031822843843706487,1.0126933903231716e-05,0.013158922388317933,0.08867589207345672,0.0006375119905059264,0.0007390919962147077,0.038190001709807894,2.167431360179088,0.001604030820767589,0.014496574192190304,-88.93510425634408,0.00017033453178094682,0.0012328190451894594
GC=F,NG=F,Gold,Henry Hub gas,2256,0.0031822843843706487,1.0126933903009672e-05,0.0007695868707303616,0.00521730865768219,0.00028739260475785976,0.00019217017864443678,0.009235668582413847,2.0292985943173476,0.006313428502678756,0.01174998517047618,-46.268625780547275,0.00017033453178094682,0.000291051915433882
