target_name,hedge_name,h_full,h_median,h_iqr,h_cv,sign_flips_%,r2_median,r2_iqr,r2_p05,windows_r2_above_25%
Platinum,Gold,0.3172709164034102,0.3177986583379746,0.17809023604638205,0.376545552550148,0.0,0.35081806421060235,0.23006465878113438,0.08934133915938362,73.20307048150732
Corn,Soybeans,0.2779682122467598,0.2595259553167498,0.10769879512557523,0.2986299864523321,0.0,0.3081143597684198,0.1819457420723426,0.10274172466073452,66.74808094905792
Soybeans,Corn,0.9720123691593243,1.1276195205392385,0.5987006980755749,0.33623690031240283,0.0,0.3081143597684198,0.1819457420723426,0.10274172466073452,66.74808094905792
Corn,SRW wheat,0.2823018768228444,0.35375947661703905,0.1684446375067537,0.38203786360122693,0.0,0.3746224213249459,0.21144913031619744,0.08374622827546649,75.64549895324494
SRW wheat,Corn,0.7885491222529668,1.0087037899464826,0.4841213976602703,0.3706455272668138,0.0,0.3746224213249459,0.21144913031619744,0.08374622827546649,75.64549895324494
Copper,Platinum,0.5731569930381553,0.5900855106717138,0.49753047077970525,0.5709497914920642,1.2561060711793441,0.163987396600685,0.18319241560132277,0.012904782420744944,29.44870900209351
Platinum,Copper,0.2821541796318021,0.2643422408279555,0.1707239754670089,0.7422430124044678,1.2561060711793441,0.163987396600685,0.18319241560132277,0.012904782420744944,29.44870900209351
SRW wheat,Soybeans,0.2614625086778086,0.2943014742326771,0.158644410014548,0.419240024352514,0.10467550593161201,0.13367996378104585,0.16060332206144562,0.010543245795431862,19.74877878576413
Soybeans,SRW wheat,0.3273189084527275,0.424842103980438,0.31701921306684,0.5977606501931694,0.10467550593161201,0.13367996378104585,0.16060332206144562,0.010543245795431862,19.74877878576413
Silver,Copper,0.5345184076118034,0.5704011372266388,0.5027551709995763,1.3864291972044718,4.884856943475227,0.17458661631628636,0.2147640800298689,0.008509035877627065,34.82205163991626
Copper,Silver,0.20602496358572767,0.2746833644503001,0.2734006059401862,0.6844819639645013,4.884856943475227,0.17458661631628636,0.2147640800298689,0.008509035877627065,34.82205163991626
Brent crude,Copper,0.43294881009539643,0.2706578704118943,0.4025913727585687,1.0617374661941346,6.769016050244243,0.06541918392798465,0.13096910640647325,0.0009471797781460747,7.117934403349616
