target_name,hedge_name,h_full,h_median,h_iqr,h_cv,sign_flips_%,r2_median,r2_iqr,r2_p05,windows_r2_above_25%
Henry Hub gas,Soybeans,0.07881024377837999,0.08489019000113393,0.28646524404675766,2.778687253887522,31.01884159106769,0.00864562010135736,0.03364792078035509,8.140153776756846e-05,0.0
Soybeans,Henry Hub gas,0.01969507846954716,0.032406538440053145,0.11339188891651623,2.0555707772709115,31.01884159106769,0.00864562010135736,0.03364792078035509,8.140153776756846e-05,0.0
Henry Hub gas,Corn,0.17991400286053358,0.10986116966558583,0.5563265489925288,3.711437184098041,37.29937194696441,0.008198620672029115,0.02322328258873049,5.62242318284125e-05,0.52337752965806
Corn,Henry Hub gas,0.012857701916882238,0.010090496019408183,0.058374891847025226,2.364015532907968,37.29937194696441,0.008198620672029115,0.02322328258873049,5.62242318284125e-05,0.52337752965806
Henry Hub gas,SRW wheat,0.13772088985573303,0.014311886528409184,0.3269514977705626,15.993977034896762,47.03419399860433,0.007906393428412806,0.023619519126568907,5.259736399651533e-05,0.0
SRW wheat,Henry Hub gas,0.027492434203745825,0.004071090403980604,0.0898532936927755,3.712363950106177,47.03419399860433,0.007906393428412806,0.023619519126568907,5.259736399651533e-05,0.0
Henry Hub gas,Silver,0.021883004947926363,0.009585606617026005,0.09352663626344887,7.747332737220522,42.25401256106071,0.009325904509520058,0.02404759551050205,0.00012634897979961802,0.0
Silver,Henry Hub gas,0.02861622916915294,0.04323137362044044,0.33977415812478967,15.735856543939128,42.25401256106071,0.009325904509520058,0.02404759551050205,0.00012634897979961802,0.0
Henry Hub gas,Gold,0.014496574192190304,0.009633793232761437,0.11168315325242348,8.617861575075183,43.75436147941382,0.008582179999702611,0.019295686798975666,8.698080555664365e-05,0.0
Gold,Henry Hub gas,0.01174998517047618,0.028617727891564797,0.28550798019758117,15.377684819322436,43.75436147941382,0.008582179999702611,0.019295686798975666,8.698080555664365e-05,0.0
