date,iv30,iv60,rho30,rho60,n_names
2026-09-04,0.1159425799605337,0.1284058847036976,-0.0146501239457537,-0.0129946720175653,8
2026-09-09,0.1334494113098046,0.1412631400051496,0.0595357959519938,0.0371670638193884,10
2026-09-10,0.1439068885495646,0.1490521882733085,0.1123041440896431,0.0689428219090929,10
