,vif
log_carat,633.4681301333483
log_carat_sq,3.8557055852052695
log_volume,612.8255971076986
aspect_xy,1.2464556979547319
depth_c,1.6857305605519006
depth_c_sq,1.5106232108026767
table_c,1.9397201514849092
table_c_sq,1.2373578385349022
cut_score,57.00625523712838
cut_score_sq,53.82957411161836
color_score,25.231835242513817
color_score_sq,26.49497677326221
clarity_score,27.40482348380432
clarity_score_sq,31.205522897902725
carat_x_color,10.26650739629546
carat_x_clarity,14.597063276662904
