,XLK,XLF,XLE,XLV,XLI,XLP,XLU,XLY,XLB,TLT,IEF,GLD,EFA,EEM
2014-11-30,0.11080033107120633,-0.05086255594989716,0.10089454384478554,0.1283086324464956,0.01799751166054926,0.2053245800550401,0.005137970751918693,0.038512241062178175,-0.001309647009167729,0.03497756173261591,0.5138765270421483,0.061662765268639466,-0.1317457249419226,-0.033574737034589706
2014-12-31,0.1098156220018329,-0.042877628583026704,0.10649349766394976,0.12061337669382313,0.020605496826387782,0.19896899866649928,0.014218595455492028,0.03986428875748672,0.003747991177859327,0.040327187518614714,0.5076369260246244,0.06627228922884344,-0.14612680853892734,-0.03955983289345937
2015-01-31,0.12178750552486808,-0.04758999741270843,0.09863628432805902,0.1283167545974118,0.023370811675463624,0.1865056623324161,0.012768962377674536,0.04335936592893135,0.0029958787785646594,0.03563003017637194,0.5061503542149935,0.07343535369787535,-0.14057852771962465,-0.04478843850029702
2015-02-28,0.13664248871608484,-0.049733223885276505,0.08908615688330966,0.1235757310578082,0.018949157159693482,0.1979617607338148,-0.00048281394217708544,0.050149681354893644,-0.0020852167568656357,0.02534655347890642,0.5155128165529153,0.07311154622596865,-0.12375998985255485,-0.05427464772652086
2015-03-31,0.13003910676889,-0.04306356510810433,0.0924516760958054,0.12825122153052948,0.00786221282108367,0.19464765764194114,-0.006139901035317302,0.055367517821738106,-0.011314949133386546,0.02528924558525154,0.525001737080137,0.06855173580402799,-0.12757140345799617,-0.039372292414599996
2015-04-30,0.1323951912201979,-0.05106444137557278,0.09949391668635202,0.1169139966631218,-0.002275770485675167,0.1992616871420572,-0.012638207028767768,0.06515434964352783,-0.0014081309933935884,0.024752216707055567,0.5271848402817352,0.06525883767021833,-0.1230297976624829,-0.03999868846837371
2015-05-31,0.13735405034769993,-0.048425607634279805,0.09389968807061391,0.12273104238475177,-0.004888873112499593,0.19473086543011647,-0.00992339249156772,0.06207441806633739,0.0005413797003969182,0.01729710331651806,0.5316864504215779,0.06762541324885037,-0.11727365597916925,-0.047428881769346544
2015-06-30,0.12897166780017075,-0.062304793050602505,0.0886594661400494,0.14111931132218508,0.0020823749231400675,0.2161631655413635,-0.03439986287170377,0.07570295308568699,0.0004730782977721056,0.008635798569741397,0.5353014326108353,0.06908759005991781,-0.12573464177084864,-0.04375754065770727
2015-07-31,0.13039218179419249,-0.05255715223738068,0.08471659706231036,0.13458475665548295,0.001398905486409777,0.20849369360566444,-0.029459725566602958,0.06828802579653631,-0.0024305961491098136,0.0072333358554887385,0.5440456781909359,0.06972223415598043,-0.11076777929266735,-0.053660155357240585
2015-08-31,0.13586991259334952,-0.05598352048730891,0.07501394834156414,0.12174205354898203,0.013166375122762478,0.21301124765018992,-0.02295999298668973,0.07360570563665608,0.010563328001459057,-0.0029114539873622476,0.5492190535643036,0.08292442303043887,-0.1330446196736728,-0.0602164603546722
2015-09-30,0.14052321757153285,-0.059042855258075164,0.07045001083745403,0.11327696746607956,0.005875604910427506,0.21099695795355433,-0.024046979130369274,0.09593014810139618,0.015103634636395765,0.0004703437336644994,0.5589917996908121,0.07599538800214416,-0.13797418680860157,-0.06655005170641504
2015-10-31,0.13377758877173163,-0.07194613346060216,0.08237911637907666,0.12110695124944969,0.011562933815974067,0.19183975495476835,-0.010335983004240297,0.11315368866930542,-0.014591163893850538,-0.0002377297398472346,0.5594537371184811,0.07059964924598276,-0.13722801962258493,-0.049534390483644775
2015-11-30,0.13085628646132766,-0.06685058602013584,0.08971318108764116,0.1235320738988506,0.005908506818547796,0.18930086363324958,-0.013792580301754532,0.10764601434613448,-0.009664535446575102,0.00024036131344328646,0.5710233442336179,0.060096318919920365,-0.13191622359241378,-0.05609302535185348
2015-12-31,0.14879031336935283,-0.07064530628612467,0.07699369704142027,0.12001424261724278,0.009754465476025789,0.2172345475415859,-0.006635568188946876,0.11018091924122894,-0.01649278274302765,-0.011068832341220497,0.5626208985750136,0.06647822194259721,-0.1509544037611096,-0.05627041248403799
2016-01-31,0.1533064676820505,-0.0782742150497735,0.0641153637487069,0.11326564272486274,0.025899140533913807,0.23252176125518503,-0.0030653238909738832,0.11257631805381621,-0.013539139084065987,-0.014350241874766382,0.5625170326763933,0.06749248025336714,-0.15490125721317807,-0.06756402981553783
2016-02-29,0.1467324099345491,-0.0789600897320394,0.07569775561155093,0.11231095005047602,0.009819947936197828,0.23450322458244402,-0.007131637143358363,0.11706829781618401,-0.0001729917291699558,-0.009867982472710044,0.5627737062793161,0.06496627201005219,-0.16261599271861218,-0.06512387042488033
2016-03-31,0.14292047462125176,-0.06648843085690659,0.07887136313954385,0.11658664909081833,-0.009227906805812754,0.2221785625477756,0.011245586818124733,0.12465775205043801,-0.004427465118257257,-0.006129650402613709,0.5645316880736467,0.056374556456172197,-0.18208324197593342,-0.049009937638247375
2016-04-30,0.1315408546974765,-0.06922609129836885,0.09532368664885219,0.1541184019248799,-0.016871139450152846,0.2067210999186953,-0.004096464191964978,0.12177017277208745,0.016691618388528177,0.013309752988233715,0.5627228517549424,0.03812995189652325,-0.19196163078987627,-0.05817306525985617
2016-05-31,0.15840450267886017,-0.058997530843474616,0.09413550196470108,0.15964992220723961,-0.02679591690106595,0.19328824550875834,-0.012485250799662012,0.10240902651735545,0.013171594729558318,0.019748894626910065,0.5652287491596131,0.03412969010842606,-0.19504007508269708,-0.04684735387452249
2016-06-30,0.16670094511669056,-0.06053403034160454,0.08949395178407873,0.16292829272113396,-0.02275338354723755,0.18458046117361807,-0.015590397580509917,0.10494861590788562,0.009566373027299251,0.01716069321556548,0.5645154993365921,0.040573104632744605,-0.19006039668528152,-0.05152972876097494
2016-07-31,0.1807071469851338,-0.07627077416808632,0.0789812311150502,0.16100539150222215,-0.0028331575816072157,0.1785591662643058,-0.022686682558106696,0.11147548263873379,0.016543428830431976,0.02588311208575833,0.5530345330466669,0.0432357957441396,-0.1917062780263497,-0.05592839587829258
2016-08-31,0.18695703145729345,-0.06077095880350712,0.08975754676989255,0.14780206123074552,0.0006494222141967383,0.18362337795153866,-0.03967023239268412,0.09426014637609793,0.008817631494654126,0.029528183911133217,0.5630856403336356,0.04102362769155544,-0.18919180423166554,-0.055871674002886444
2016-09-30,0.18774712671110044,-0.06105552215304795,0.09460573800767422,0.1460278076393751,-0.0009716716322513638,0.17909054830218857,-0.03665053054633145,0.08664578066228593,0.0017048937439691297,0.020828862276213802,0.5733335656532003,0.04208404347748634,-0.18006625029311982,-0.05332439184874318
2016-10-31,0.20018405725263472,-0.038020692204909105,0.08860059869975115,0.11812423297049561,-0.002360858883836585,0.19320476445783355,-0.02683301919799741,0.06377289420040017,-0.0022124474426696095,-0.0018924900950178273,0.5998251002046213,0.04580780549002542,-0.18324887544321952,-0.054951070008111995
2016-11-30,0.1921648420541419,-0.01897271553575374,0.10493039026141407,0.13541154634619376,0.02060292508121204,0.1759819158507876,-0.03394650108303702,0.06063715682679077,0.009450612072305953,-0.0003658673474951625,0.6040174734914916,0.039706735213705276,-0.2142067406784442,-0.07541177255331269
2016-12-31,0.21034685498393316,-0.011638919852716461,0.11626795298783132,0.12878666360252683,0.020356510592917206,0.16049423210959413,-0.030466612896755597,0.045115085186256475,0.01336748856023837,0.006897904074552823,0.602441514960103,0.04162899543156087,-0.2056066596264521,-0.09799101011359013
2017-01-31,0.21017826309749163,-0.01265441743570487,0.11050952905183675,0.12556139955480183,0.018626184477996872,0.15511472783298771,-0.027081567868656002,0.04879888592903959,0.010090708641782305,0.006346327784286778,0.6040259458803616,0.04257874374539562,-0.2037553019269184,-0.08833942876470129
2017-02-28,0.22142614047996056,-0.014773496420120567,0.11706145925538258,0.14088742045457062,0.024279294315070976,0.17166678520219938,-0.04437075049505343,0.0573138793928246,-0.016005816054137596,0.009258183761264655,0.5891040190469079,0.045056253286965844,-0.22610409778880775,-0.07479927443702789
2017-03-31,0.23149957059221118,-0.02456186458537169,0.1067179020083599,0.14128842439802017,0.026293299154538614,0.16155256436604065,-0.049473107009521004,0.07342452216306933,-0.019663372227176002,0.01083354843667978,0.5869564595612231,0.04959595427680321,-0.21571620103587127,-0.07874770009900578
2017-04-30,0.231228825552217,-0.030610668903961157,0.10009502388417237,0.13656143554965272,0.02934662193240129,0.16304280313692726,-0.05070395240459449,0.07837221227165947,-0.015412409535024457,0.01072631804453481,0.5875751597004187,0.05036804035303896,-0.21038662338639597,-0.08020278619504662
2017-05-31,0.23219241788197523,-0.032199375385362175,0.08801581403107099,0.1309482500408943,0.03046759255736439,0.16293011942771113,-0.04350068220365822,0.0784650592857852,-0.02015530327461215,0.006575009050448072,0.5888120652257064,0.054232136844718865,-0.19448156496000787,-0.08230153852203402
2017-06-30,0.2156084346685108,-0.007402571363505748,0.08801831818887514,0.15476852477505804,0.014088148315096105,0.1434102135324439,-0.03223990810415453,0.06424757805873318,-0.005823202816586795,0.01203026944922951,0.5841163315798217,0.053361504909635656,-0.19303778740987176,-0.09114585378328516
2017-07-31,0.20853088862467406,0.006793090136725199,0.08926076849276995,0.1572816846256303,-0.022339018010311722,0.14303251353223018,-0.017444286463019387,0.08116501955733431,-0.0022390202472792812,0.004270992086490989,0.5815029512076201,0.0539679184813363,-0.19146372522563737,-0.09231977679856368
2017-08-31,0.21617475140317519,0.004301189646594766,0.08116905904199218,0.16021838778552994,-0.015214792735631432,0.13480695472404342,-0.01348739784487215,0.0749383867703009,0.0007145778279680626,0.0067446516305173934,0.5771729232898865,0.056695448339221056,-0.19293049823674543,-0.09130364164198046
2017-09-30,0.21474183932458193,0.007394840235829553,0.09595668180803225,0.16144725727131953,-0.016419845484516134,0.12082008874170601,-0.01939985656504933,0.08406196035437757,-0.0031483550682766654,0.011838222204668635,0.5838609674700387,0.04933260051638397,-0.1843744719658795,-0.10611192884321646
2017-10-31,0.2246626530134951,0.009586669247603822,0.09434292240073665,0.15668237875292773,-0.0112743592356955,0.1111005966913895,-0.018022350675730003,0.09192656581597855,0.0012268757350239788,0.014269848314006413,0.5834961840765988,0.04943505994554314,-0.18510626602516994,-0.12232677805670789
2017-11-30,0.2330116643272047,0.011637958613441702,0.09490009174895132,0.1552560854984183,-0.01204660854229324,0.11113224129724576,-0.016360756856497235,0.10348067355622861,-0.004700504135670609,0.019537691018684262,0.565632351535285,0.05507351815009857,-0.19331088365645616,-0.12324352255464086
2017-12-31,0.22107811163493307,0.011397135405481764,0.09460797941339424,0.157296947535134,-0.018348412545682376,0.1212173231763922,-0.028337758584781884,0.1179147466761836,-0.008033458704412348,0.026909489320578926,0.5612889735537779,0.05066947367334265,-0.19235800713861892,-0.11530254341572278
2018-01-31,0.26392425049542534,-0.008960561612134588,0.10756867148459118,0.17762603418998923,-0.004514335226550958,0.1328869469206302,-0.03842267040831986,0.09979729822064917,-0.03237617509607374,0.04389934819646183,0.5225694124284539,0.038845641867040766,-0.19901389568515723,-0.10382996577500506
2018-02-28,0.32014727303128504,0.01636427737461974,0.07508074066209744,0.1806807336630384,0.004509280842342322,0.08095422042411722,-0.016973640386507075,0.11199163669775118,-0.05685661512386774,0.03432786503286271,0.5242954914134211,0.05473733293109211,-0.2101705231731502,-0.11908807338910231
2018-03-31,0.2979332583110256,0.027325986501712113,0.08772655583381381,0.1961854259450219,-0.02960015678781352,0.05684603545822739,-0.0007618332022054717,0.1403464968149751,-0.06977952650914711,0.0340112252013357,0.5232651192422672,0.05811614537235237,-0.2217939690680635,-0.0998207631135014
2018-04-30,0.28292708675161615,0.017682859733172036,0.08916860055846974,0.20478632543618808,-0.036122804008963526,0.05112671000471141,-0.004868900242709807,0.17367460240778285,-0.06852765477874562,0.030157148387013034,0.5247212548196653,0.06655467831795413,-0.20766580574685137,-0.12361410163930235
