,etf,etf,etf,etf,sp100,sp100,sp100,sp100,sp500,sp500,sp500,sp500
,sample,lw,pca,ff,sample,lw,pca,ff,sample,lw,pca,ff
2006-06-30,2.5013353320281873,2.0523209499184816,2.9001667104761717,1.071228866221771,3.120656696591083,2.819218050299797,2.4878921820402966,2.324886606706189,7.492653806779907,4.937676599406087,3.5615462421080144,3.0427494053929944
2006-07-31,2.4690195180243686,2.043866962603054,2.862171207020307,1.072110345019104,3.238755304421422,2.8829500333848634,2.4944427407230596,2.3460278557607537,6.959421685279522,4.8828625817874105,3.5370469658854793,3.023440708441145
2006-08-31,2.5000192554877225,2.069758171058008,2.862366589349689,1.0783829885165985,3.03983137544354,2.7099476655964327,2.401755813219264,2.3023732113342326,7.166818271152499,4.924873583459651,3.537706842605716,2.9973541652645723
2006-09-29,2.4919109356518465,2.073434768463569,2.865948020501566,1.0859183412668805,3.056420563432393,2.727379647698806,2.436130355348067,2.2901022746629462,7.277008705193994,5.022039230139304,3.527998581153778,2.9753315436016665
2006-10-31,2.510249858730676,2.09715465395384,2.867148828822921,1.120704117968848,3.0047167526257286,2.6927392612347996,2.27552561478522,2.197972999188865,7.498332498150913,4.999905944498405,3.439570290980135,2.8909836350640106
2006-11-30,2.5267478703207957,1.8783620058964619,2.8289347621320204,1.1208239072240598,3.0141116361366236,2.7045521612773764,2.282930987233535,2.1941212427825274,7.2764889839556535,4.887826834323995,3.398902588340298,2.8746813325600518
2006-12-29,2.50277269194293,1.8558827065661958,2.812943204231667,1.1094872578163808,2.9748916966752796,2.6812287255057097,2.2765192316223963,2.19733157592984,7.0043114341924015,4.812055199732523,3.3926253002708435,2.894469239646784
2007-01-31,2.5455064324480263,1.8690614227201623,2.8796019564173188,1.1037535083121743,2.90362726067177,2.6118535959354037,2.245255462514777,2.1653339334790984,7.413783417387517,4.804142880854588,3.36034019122158,2.8738704469047986
2007-02-28,2.5993044681181874,1.7524910615058924,2.944859888699289,1.1003459597205778,2.8505648172408664,2.583389623239546,2.2501368980862155,2.182046669914066,7.482888505152129,4.891966411293582,3.419612951614103,2.910373026029009
2007-03-30,2.5873448150586276,1.7121191671423477,2.915736145818419,1.0997361406234218,2.9133609008281796,2.659468888058412,2.3941288854397222,2.2163475645680992,7.106395152851971,4.934052773376392,3.4957476053593335,2.9173537255686113
2007-04-30,2.6094099051126083,1.7054273632382075,2.9569568395642722,1.1032403199386285,2.7757717444511796,2.522301799036016,2.4392763163511826,2.2243553595823635,6.8211431313244795,4.679957498581682,3.438339017555007,2.8918532425550403
2007-05-31,2.6456323418030814,1.711352890951379,2.965101649407785,1.1145151387007024,2.7790015761609297,2.5293521015449083,2.469598037176453,2.2139567282408534,7.019197133499394,4.670323552949511,3.324157572378305,2.907663050418397
2007-06-29,2.6755548734773016,1.7575356421891912,2.9662470024346455,1.1037827796486643,2.884127372044845,2.6432822190657124,2.5255825311146074,2.26758355693083,7.210024715861388,4.8768268298533854,3.3885207572787968,2.9263346379179205
2007-07-31,2.6641567492948734,1.7687111324057316,2.921875748831144,1.092202079968146,3.145201171102487,2.819005715154086,2.5383822806910725,2.3664074798256403,7.480128224061016,5.202319504702828,3.4971808823431116,3.0394411719050405
2007-08-31,2.536789508717779,1.739693683886178,2.8039406688681954,1.090778617307506,3.317799744893457,3.011471043742466,2.6239508222244776,2.4378581657122678,7.831266672177413,5.399606171733547,3.652660307734491,3.200051882005559
2007-09-28,2.5474561000556393,1.7482981286014276,2.827514242565401,1.0931672882481462,3.3378253389518027,3.0250923264507152,2.6357479141534714,2.429287034056917,7.589335981862241,5.425137525911163,3.600251497409327,3.1412277508775754
2007-10-31,2.5217130267787073,1.7469505248498325,2.8152262194070103,1.096369899704217,3.2079853126632987,2.9299878937928847,2.599532890198664,2.415514945759469,7.487476690244936,5.307684023748788,3.5664397330959776,3.126096724274408
2007-11-30,2.385238712850782,1.6627959063210436,2.7160359311143627,1.1004685245486738,3.2266021054805147,2.9292838652825095,2.644144261535764,2.381499917171174,7.900896876941705,5.557460452000279,3.4716058807721284,3.025047195038785
